l_s	l_l	R	T_f	theta	power	
	 0.24557	 0.12324	 0.02423	 403.31664	 -0.32117 	 18.87929
	 0.38320	 0.58888	 0.02635	 404.67066	 -0.40522 	 28.83189
	 0.13848	 0.55943	 0.01777	 410.17844	 -0.23317 	 10.58732
	 0.21514	 0.47393	 0.01986	 374.26438	 -0.12218 	 10.53396
	 0.10033	 0.35351	 0.01760	 406.34197	 -0.19800 	 8.02657
	 0.10116	 0.13610	 0.01756	 407.15287	 -0.20025 	 8.14816
	 0.21217	 0.35519	 0.02361	 382.43582	 -0.17941 	 12.28695
	 0.53854	 0.11425	 0.02962	 405.44059	 -0.46637 	 38.96833
	 0.10630	 0.35956	 0.01772	 374.35947	 -0.09120 	 5.37832
	 0.10131	 0.57296	 0.01986	 406.24713	 -0.18560 	 8.13645
	 0.21802	 0.30464	 0.01620	 411.37723	 -0.23574 	 14.82555
	 0.10034	 0.57491	 0.02437	 303.15017	 0.00000 	 0.00001
	 0.10006	 0.58190	 0.01398	 409.80502	 -0.16594 	 6.86922
	 0.17019	 0.35983	 0.01771	 411.39604	 -0.24419 	 12.44974
	 0.13354	 0.10849	 0.01760	 381.67061	 -0.13222 	 7.52785
	 0.10741	 0.12877	 0.02404	 404.76314	 -0.16883 	 8.54655
	 0.23656	 0.58668	 0.00529	 344.72909	 -0.00342 	 6.05335
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12083
	 0.27630	 0.13204	 0.02486	 410.04740	 -0.37009 	 22.67235
	 0.47940	 0.59441	 0.02639	 403.47173	 -0.41751 	 34.21964
	 0.32898	 0.10779	 0.02987	 408.69780	 -0.38861 	 26.86855
	 0.43159	 0.10042	 0.01287	 404.72029	 -0.20763 	 26.49776
	 0.11305	 0.12244	 0.02962	 411.20672	 -0.14856 	 9.45682
	 0.40416	 0.58898	 0.02635	 305.50759	 0.00000 	 0.58426
	 0.12372	 0.58184	 0.02423	 403.89046	 -0.19062 	 9.77087
	 0.25161	 0.15092	 0.02356	 381.60707	 -0.18553 	 14.16697
	 0.10209	 0.12153	 0.02412	 411.78996	 -0.16071 	 8.56543
	 0.10046	 0.11923	 0.01771	 411.39604	 -0.20021 	 8.37874
	 0.17042	 0.41489	 0.01571	 356.00730	 -0.03057 	 5.75059
	 0.10033	 0.36182	 0.01760	 410.50704	 -0.20063 	 8.30987
	 0.18246	 0.36118	 0.01985	 378.23215	 -0.13612 	 9.67293
	 0.18022	 0.34446	 0.02486	 409.98102	 -0.26201 	 14.88811
	 0.27854	 0.14876	 0.02077	 408.34865	 -0.31468 	 20.23530
	 0.50977	 0.58756	 0.02662	 404.64668	 -0.42478 	 36.07855
	 0.10964	 0.10802	 0.02973	 303.15017	 0.00000 	 0.00001
	 0.52590	 0.57027	 0.01905	 404.58854	 -0.31041 	 33.89093
	 0.10635	 0.13745	 0.02985	 410.23658	 -0.13930 	 8.83586
	 0.23300	 0.12873	 0.02635	 404.67066	 -0.30950 	 18.39776
	 0.38893	 0.58714	 0.02412	 405.14988	 -0.37753 	 28.13036
	 0.10491	 0.59645	 0.01763	 378.70397	 -0.10848 	 5.73956
	 0.21325	 0.57305	 0.01986	 406.24713	 -0.28712 	 15.94800
	 0.10006	 0.10201	 0.01763	 356.00730	 -0.02363 	 3.42555
	 0.47940	 0.43393	 0.02985	 403.47173	 -0.46523 	 36.05564
	 0.10183	 0.30462	 0.02967	 411.38774	 -0.13439 	 8.53322
	 0.44592	 0.11176	 0.01625	 411.37723	 -0.26331 	 28.35276
	 0.10030	 0.13558	 0.02423	 306.40410	 0.00000 	 0.20013
	 0.17269	 0.56844	 0.01977	 408.13214	 -0.27348 	 13.57229
	 0.53810	 0.13129	 0.02996	 410.04740	 -0.47006 	 39.06707
	 0.27223	 0.11226	 0.02318	 404.66519	 -0.34317 	 20.92098
	 0.32898	 0.59743	 0.02296	 404.78661	 -0.35212 	 24.10600
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12083
	 0.27630	 0.11493	 0.02486	 410.04740	 -0.37009 	 22.67235
	 0.10015	 0.59852	 0.01611	 366.51608	 -0.05748 	 4.31132
	 0.10260	 0.14297	 0.02635	 404.96475	 -0.14996 	 8.18488
	 0.23259	 0.56053	 0.02437	 303.15015	 0.00000 	 0.00002
	 0.24428	 0.12142	 0.01857	 407.91834	 -0.27583 	 17.24758
	 0.21635	 0.57296	 0.02409	 406.24713	 -0.30643 	 17.25380
	 0.10257	 0.11589	 0.01800	 404.56365	 -0.19710 	 8.07971
	 0.55041	 0.58403	 0.02937	 410.27998	 -0.46536 	 39.53632
	 0.10034	 0.59596	 0.02560	 303.82523	 0.00000 	 0.04154
	 0.10244	 0.58215	 0.00336	 336.75737	 -0.00000 	 2.11139
	 0.10679	 0.14022	 0.02424	 303.30298	 0.00000 	 0.01002
	 0.11766	 0.56986	 0.02411	 385.13582	 -0.14774 	 7.51955
	 0.10006	 0.10950	 0.01291	 356.00730	 -0.02348 	 3.38413
	 0.10006	 0.45978	 0.01760	 404.72170	 -0.19558 	 7.88621
	 0.11629	 0.15877	 0.01812	 409.76550	 -0.22175 	 9.56106
	 0.21635	 0.57296	 0.01986	 406.24713	 -0.28869 	 16.15912
	 0.38320	 0.58888	 0.02635	 402.06274	 -0.39670 	 28.45904
	 0.32898	 0.59743	 0.02643	 408.69780	 -0.39943 	 26.19435
	 0.38783	 0.59104	 0.02635	 404.62224	 -0.40697 	 29.13414
	 0.38333	 0.28683	 0.02988	 409.31198	 -0.44045 	 31.37711
	 0.13412	 0.58569	 0.01876	 411.82100	 -0.24415 	 11.09892
	 0.21305	 0.57305	 0.01986	 406.24713	 -0.28701 	 15.93430
	 0.27630	 0.59541	 0.02486	 411.70175	 -0.37013 	 22.67418
	 0.13392	 0.11491	 0.01876	 410.16666	 -0.24327 	 11.03055
	 0.23482	 0.29855	 0.02635	 404.67066	 -0.31134 	 18.53684
	 0.38615	 0.20234	 0.02988	 411.68294	 -0.44657 	 32.22606
	 0.10033	 0.36182	 0.01752	 374.49888	 -0.08938 	 5.10163
	 0.10006	 0.10871	 0.01295	 404.58226	 -0.15290 	 6.59278
	 0.53583	 0.11151	 0.02985	 404.64668	 -0.47022 	 38.99073
	 0.10188	 0.30464	 0.01620	 412.87785	 -0.19324 	 7.68781
	 0.27630	 0.13204	 0.02486	 410.04740	 -0.37009 	 22.67235
	 0.12978	 0.57485	 0.01100	 409.80502	 -0.13971 	 7.92201
	 0.10486	 0.58668	 0.02947	 344.34766	 -0.00137 	 2.66550
	 0.54150	 0.11151	 0.00530	 404.66519	 -0.07755 	 29.26919
	 0.10131	 0.30464	 0.01620	 411.37723	 -0.19354 	 7.67365
	 0.12103	 0.59655	 0.01763	 367.25358	 -0.06640 	 5.28944
	 0.10034	 0.58197	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.18246	 0.36118	 0.01985	 408.28227	 -0.27772 	 14.14785
	 0.21635	 0.57807	 0.02409	 406.24713	 -0.30643 	 17.25380
	 0.23482	 0.29318	 0.02768	 404.67066	 -0.30375 	 18.59256
	 0.27630	 0.58084	 0.02486	 404.49979	 -0.34896 	 21.43664
	 0.37869	 0.59104	 0.02635	 411.82399	 -0.40686 	 28.67805
	 0.16677	 0.13116	 0.01762	 410.20789	 -0.24181 	 12.21010
	 0.10729	 0.56414	 0.01771	 411.36659	 -0.21144 	 8.94076
	 0.10006	 0.10950	 0.01294	 371.49408	 -0.07042 	 4.63042
	 0.13392	 0.11491	 0.01874	 410.16666	 -0.24341 	 11.02970
	 0.24428	 0.12015	 0.02356	 412.70160	 -0.34473 	 20.02200
	 0.53765	 0.11150	 0.02985	 403.87478	 -0.46843 	 38.99625
	 0.24333	 0.36182	 0.01761	 374.35947	 -0.11998 	 11.67951
	 0.10330	 0.12142	 0.02355	 407.91834	 -0.16565 	 8.41940
	 0.10034	 0.57491	 0.01978	 303.15017	 0.00000 	 0.00001
	 0.17043	 0.12244	 0.02436	 408.13214	 -0.25288 	 13.88316
	 0.43938	 0.57106	 0.02405	 411.20532	 -0.38114 	 30.93299
	 0.21635	 0.12460	 0.02965	 406.24713	 -0.27047 	 17.39387
	 0.18206	 0.36118	 0.01985	 408.28227	 -0.27743 	 14.11966
	 0.52434	 0.11151	 0.02985	 404.64668	 -0.46594 	 38.22522
	 0.38264	 0.59743	 0.02379	 409.30728	 -0.37042 	 27.53983
	 0.32968	 0.27850	 0.02988	 408.70250	 -0.38918 	 26.92597
	 0.10034	 0.43507	 0.02426	 303.15017	 0.00000 	 0.00001
	 0.47940	 0.58081	 0.02979	 403.47173	 -0.46490 	 36.04155
	 0.10033	 0.59894	 0.01634	 375.52726	 -0.09182 	 5.14406
	 0.10015	 0.59406	 0.02376	 303.29103	 0.00000 	 0.00866
	 0.10015	 0.59852	 0.01611	 366.51608	 -0.05748 	 4.31132
	 0.10335	 0.12877	 0.02412	 381.53260	 -0.12310 	 6.28972
	 0.17019	 0.12150	 0.01975	 411.39604	 -0.27112 	 13.37590
	 0.17043	 0.10592	 0.01773	 400.90254	 -0.24080 	 12.36747
	 0.28844	 0.57474	 0.02988	 411.70256	 -0.34777 	 24.13082
	 0.38407	 0.30549	 0.02486	 409.31116	 -0.38456 	 28.08041
	 0.10029	 0.13275	 0.02412	 356.48609	 -0.02351 	 3.51990
	 0.10024	 0.42290	 0.01763	 381.05382	 -0.11611 	 5.73095
	 0.10015	 0.59655	 0.02290	 366.51608	 -0.05918 	 4.48012
	 0.10006	 0.57485	 0.01411	 409.80502	 -0.16859 	 6.93071
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12083
	 0.53765	 0.11151	 0.02985	 404.66519	 -0.47108 	 39.12083
	 0.38320	 0.57149	 0.02981	 404.66510	 -0.42476 	 30.00450
	 0.53765	 0.12882	 0.02637	 404.67075	 -0.42433 	 37.56595
	 0.10024	 0.47209	 0.01775	 380.22874	 -0.11290 	 5.65767
	 0.10033	 0.43507	 0.02397	 305.21299	 0.00000 	 0.12692
	 0.54385	 0.11151	 0.02989	 411.32418	 -0.47229 	 39.46174
	 0.17019	 0.10498	 0.01744	 404.73703	 -0.24030 	 12.34857
	 0.38741	 0.59104	 0.02635	 404.09938	 -0.40671 	 29.10309
	 0.37911	 0.59104	 0.02635	 412.34236	 -0.40654 	 28.68280
	 0.38663	 0.30263	 0.02635	 404.67048	 -0.40679 	 29.06798
	 0.23603	 0.59772	 0.02635	 387.20911	 -0.22552 	 14.92872
	 0.44772	 0.12245	 0.01975	 407.99049	 -0.31785 	 29.68703
	 0.16186	 0.12150	 0.02962	 411.38873	 -0.20757 	 13.54007
	 0.38333	 0.28683	 0.02988	 406.16741	 -0.43126 	 30.48370
	 0.21305	 0.57305	 0.01986	 410.16827	 -0.28722 	 15.93797
	 0.53765	 0.11151	 0.02786	 404.64863	 -0.44073 	 38.00708
	 0.21305	 0.57305	 0.01986	 406.53504	 -0.28573 	 15.88794
	 0.10006	 0.11733	 0.01411	 409.80502	 -0.16859 	 6.93071
	 0.13392	 0.57335	 0.02013	 410.16666	 -0.23410 	 11.06316
	 0.10679	 0.12561	 0.02970	 381.23537	 -0.11894 	 6.66476
	 0.38320	 0.57464	 0.02422	 404.96232	 -0.37919 	 27.89134
	 0.24428	 0.11836	 0.02352	 411.48284	 -0.34465 	 20.00117
	 0.37869	 0.59148	 0.02639	 398.45312	 -0.36628 	 26.91248
	 0.23098	 0.29855	 0.02635	 404.67066	 -0.30745 	 18.24297
	 0.39181	 0.29069	 0.02979	 411.20378	 -0.45199 	 32.56104
	 0.27630	 0.59614	 0.02486	 411.70026	 -0.37013 	 22.67388
	 0.27630	 0.12336	 0.02486	 410.04889	 -0.37009 	 22.67265
	 0.10205	 0.58197	 0.02423	 303.15017	 0.00000 	 0.00001
	 0.27740	 0.58084	 0.02486	 404.49979	 -0.34970 	 21.51560
	 0.10380	 0.58838	 0.01601	 410.17844	 -0.19212 	 7.73030
	 0.53765	 0.11151	 0.03000	 404.66519	 -0.47241 	 39.16576
	 0.10006	 0.11179	 0.02990	 355.13741	 -0.01791 	 3.41255
	 0.53765	 0.10923	 0.01330	 405.53152	 -0.21745 	 32.72340
	 0.10280	 0.43507	 0.02997	 303.15017	 0.00000 	 0.00001
	 0.38582	 0.53333	 0.02391	 404.66510	 -0.37495 	 27.88917
	 0.10380	 0.57396	 0.01762	 410.17844	 -0.20596 	 8.57150
	 0.10006	 0.10950	 0.01294	 371.49408	 -0.07042 	 4.63042
	 0.10033	 0.58208	 0.01773	 366.24411	 -0.05751 	 4.33734
	 0.10015	 0.59840	 0.02607	 303.15017	 0.00000 	 0.00001
	 0.16970	 0.28669	 0.02988	 409.31198	 -0.21526 	 13.97824
	 0.38383	 0.10589	 0.01771	 411.39604	 -0.28241 	 25.24367
	 0.10679	 0.12877	 0.02994	 381.54673	 -0.11958 	 6.70652
	 0.38796	 0.29069	 0.02420	 411.16265	 -0.37655 	 28.01627
	 0.27622	 0.13204	 0.02633	 410.04740	 -0.36204 	 22.75657
	 0.23491	 0.29731	 0.02488	 404.67066	 -0.31713 	 18.44122
	 0.37869	 0.59105	 0.02634	 410.38899	 -0.40495 	 28.59406
	 0.30297	 0.58850	 0.02643	 411.83403	 -0.39089 	 25.28649
	 0.10704	 0.12150	 0.01977	 303.70216	 0.00000 	 0.03624
	 0.16414	 0.59840	 0.02605	 411.97374	 -0.23270 	 13.77286
	 0.10006	 0.11733	 0.01442	 411.39416	 -0.17108 	 6.98696
	 0.17019	 0.12150	 0.01945	 409.80689	 -0.26711 	 13.20077
	 0.21635	 0.57629	 0.02409	 406.24713	 -0.30643 	 17.25380
	 0.10679	 0.12532	 0.02412	 402.05290	 -0.16735 	 8.31838
	 0.10244	 0.58215	 0.00239	 331.08849	 0.00000 	 1.75521
	 0.10006	 0.42680	 0.01763	 356.00730	 -0.02363 	 3.42555
	 0.12798	 0.11021	 0.01874	 409.31126	 -0.23427 	 10.47603
	 0.38936	 0.28861	 0.02996	 410.16738	 -0.44697 	 32.09584
	 0.40288	 0.57156	 0.02607	 307.12778	 0.00000 	 0.98267
	 0.10015	 0.59831	 0.02981	 402.21192	 -0.13174 	 7.82891
	 0.26667	 0.10015	 0.03000	 397.45218	 -0.30599 	 19.70482
	 0.54727	 0.59541	 0.02486	 411.59374	 -0.40305 	 37.46178
	 0.23254	 0.11794	 0.02985	 404.66519	 -0.28677 	 18.45740
	 0.51816	 0.56353	 0.01986	 406.53504	 -0.32230 	 33.71482
	 0.24459	 0.58820	 0.02356	 404.66940	 -0.32620 	 19.00740
	 0.38752	 0.12232	 0.02635	 407.87118	 -0.40716 	 29.12232
	 0.38333	 0.28683	 0.02988	 409.37121	 -0.44057 	 31.39307
	 0.38783	 0.59104	 0.02635	 404.58570	 -0.40668 	 29.12146
	 0.37869	 0.56679	 0.02635	 411.39293	 -0.40796 	 28.72872
	 0.17019	 0.10498	 0.01771	 411.82710	 -0.24343 	 12.42641
	 0.10384	 0.58587	 0.00654	 344.60191	 -0.00285 	 2.65115
	 0.10482	 0.57477	 0.01761	 409.79239	 -0.20749 	 8.62763
	 0.10244	 0.58215	 0.00326	 336.89041	 -0.00000 	 2.11975
	 0.38333	 0.28683	 0.02964	 406.01675	 -0.43127 	 30.40895
	 0.27630	 0.59541	 0.02486	 411.70175	 -0.37013 	 22.67418
	 0.10380	 0.58838	 0.01601	 410.17844	 -0.19212 	 7.73030
	 0.10380	 0.58838	 0.02687	 410.17844	 -0.14910 	 8.61327
	 0.30297	 0.58851	 0.01557	 410.39903	 -0.24128 	 19.77648
	 0.33046	 0.57305	 0.01977	 408.62094	 -0.30802 	 22.88885
	 0.21157	 0.59743	 0.02651	 410.24514	 -0.28818 	 17.51181
	 0.10006	 0.11745	 0.01291	 410.40200	 -0.15410 	 6.62077
	 0.10006	 0.10938	 0.01411	 355.27677	 -0.02181 	 3.33812
	 0.13304	 0.11497	 0.02108	 404.66519	 -0.22300 	 10.51812
	 0.53874	 0.11146	 0.02881	 410.16666	 -0.45496 	 38.55031
