xs-	ys-	xs+	ys+	xl-	yl-	xl+	yl+	T_f	theta	power	
	 0.50842	 -0.25956	 0.92680	 0.04574	 0.66783	 0.15449	 0.90137	 -0.87788	 404.78705	 0.00000 	 0.00000
	 0.74497	 -0.25266	 0.75788	 0.05387	 0.40680	 0.29511	 0.82121	 -0.80784	 354.92764	 -0.00684 	 0.52675
	 0.74460	 -0.75833	 0.76737	 0.04345	 0.43546	 0.52426	 0.90234	 -0.15335	 404.64519	 -0.06793 	 1.64162
	 0.72297	 -0.75746	 0.75663	 0.02496	 0.43042	 0.32881	 0.81733	 -0.09255	 358.39435	 -0.00339 	 1.00324
	 0.72934	 -0.65361	 0.75844	 0.16685	 0.43155	 0.32466	 0.82010	 -0.09255	 345.83675	 -0.00589 	 0.93394
	 0.74225	 -0.23258	 0.75576	 0.06703	 0.42679	 0.31500	 0.88108	 -0.78173	 363.92666	 -0.00607 	 0.63129
	 0.74493	 -0.76698	 0.75838	 0.00535	 0.43029	 0.71453	 0.81777	 -0.09369	 357.43116	 -0.02247 	 1.00635
	 0.72245	 -0.75746	 0.75842	 0.05368	 0.43039	 0.32455	 0.81733	 -0.09255	 358.71289	 -0.00266 	 1.04852
	 0.74483	 -0.65411	 0.75742	 0.06678	 0.43569	 0.29511	 0.81786	 -0.08092	 354.73712	 -0.47021 	 0.83210
	 0.74084	 -0.75764	 0.75579	 0.05606	 0.43050	 0.50401	 0.81786	 -0.83478	 366.95760	 -0.02049 	 1.23815
	 0.74460	 -0.24788	 0.75836	 0.00091	 0.42621	 0.32369	 0.88072	 -0.07250	 347.27881	 -0.00407 	 0.43733
	 0.73960	 -0.76698	 0.80632	 0.06584	 0.63886	 0.32597	 0.81777	 -0.07573	 357.43116	 -0.04321 	 2.71744
	 0.65608	 -0.58275	 0.75861	 0.37680	 0.42192	 -0.70765	 0.90719	 -0.83314	 305.93496	 0.00000 	 0.18518
	 0.73766	 -0.24305	 0.75568	 0.06605	 0.43045	 0.32455	 0.87948	 -0.76761	 358.09877	 -0.00272 	 0.70481
	 0.74460	 -0.70115	 0.75846	 0.00417	 0.43154	 0.70499	 0.81995	 -0.11771	 358.67289	 -0.02613 	 0.98101
	 0.74284	 -0.25215	 0.75788	 0.01390	 0.43148	 0.71598	 0.82626	 -0.87587	 355.89892	 -0.00734 	 0.57442
	 0.74460	 -0.23419	 0.75570	 0.04351	 0.43553	 0.57133	 0.90159	 -0.79982	 357.69597	 -0.01448 	 0.39101
	 0.49862	 -0.25956	 0.92680	 0.77273	 0.66783	 0.15765	 0.92597	 -0.08628	 390.18601	 0.00000 	 0.00000
	 0.73235	 -0.75746	 0.75844	 0.06584	 0.43045	 0.32139	 0.81733	 -0.73404	 358.66849	 -0.01365 	 1.32424
	 0.74457	 -0.69578	 0.75589	 0.06590	 0.43144	 0.70774	 0.81871	 -0.03682	 358.66849	 -0.01943 	 0.95732
	 0.73768	 -0.24842	 0.76049	 0.06168	 0.43053	 0.32821	 0.88072	 -0.85612	 357.21706	 -0.00583 	 0.84077
	 0.72316	 -0.75746	 0.75844	 0.06584	 0.43395	 0.32455	 0.81908	 -0.09255	 358.66849	 -0.56798 	 1.34689
	 0.65372	 -0.58275	 0.80645	 0.37680	 0.62683	 -0.70625	 0.90719	 -0.83314	 305.93496	 0.00000 	 0.26701
	 0.72316	 -0.75746	 0.75844	 0.06584	 0.43558	 0.32455	 0.81733	 -0.10112	 357.24203	 -0.00160 	 1.01203
	 0.74460	 -0.23419	 0.75570	 0.04351	 0.43040	 0.57133	 0.90068	 -0.79982	 357.69597	 -0.00928 	 0.37261
	 0.74496	 -0.69528	 0.75570	 0.06643	 0.43018	 0.73380	 0.88007	 -0.81450	 358.64859	 -0.00396 	 0.65490
	 0.74447	 -0.34973	 0.75512	 0.00592	 0.42666	 0.29574	 0.81935	 -0.09255	 357.13550	 -0.00236 	 0.38092
	 0.74460	 -0.29349	 0.75570	 0.06476	 0.67093	 0.69889	 0.88072	 -0.80016	 357.69597	 -0.00999 	 0.54859
	 0.74457	 -0.25955	 0.92170	 0.76763	 0.42228	 0.17462	 0.92597	 -0.88482	 389.68197	 -0.03737 	 9.84238
	 0.72050	 -0.76643	 0.93075	 0.77273	 0.43868	 0.16782	 0.92653	 -0.08628	 390.18601	 -0.00183 	 4.88664
	 0.50122	 -0.25058	 0.75717	 0.06584	 0.65960	 0.31438	 0.83680	 -0.09255	 358.66849	 0.00885 	 8.84896
	 0.74227	 -0.76698	 0.75844	 0.06584	 0.43045	 0.32455	 0.81777	 -0.09369	 357.43116	 -0.49992 	 1.03767
	 0.74496	 -0.24788	 0.75551	 0.00649	 0.42639	 0.70499	 0.88072	 -0.81450	 357.11561	 -0.29869 	 0.40737
	 0.74453	 -0.26003	 0.91512	 0.76763	 0.66189	 0.84075	 0.92579	 -0.79992	 390.18601	 -0.00000 	 0.00000
	 0.74460	 -0.24794	 0.76424	 0.06476	 0.43128	 0.15972	 0.88090	 -0.88506	 359.39609	 -0.01075 	 0.78561
	 0.74348	 -0.21013	 0.80402	 0.88623	 0.65029	 -0.74400	 0.90196	 -0.73782	 304.55958	 0.00000 	 0.00000
	 0.64820	 -0.36983	 0.92974	 0.20299	 0.40957	 -0.73985	 0.76187	 -0.59393	 303.72710	 -0.00000 	 0.09981
	 0.74460	 -0.26802	 0.75579	 0.04345	 0.43546	 0.56027	 0.90234	 -0.88397	 404.64519	 -0.00166 	 0.34917
	 0.74495	 -0.24788	 0.75791	 0.00642	 0.42639	 0.66612	 0.87472	 -0.74436	 342.94643	 -0.00093 	 0.35155
	 0.73146	 -0.65361	 0.75847	 0.17532	 0.43152	 0.32892	 0.82010	 -0.09255	 351.44449	 -0.51746 	 1.15968
	 0.74487	 -0.25207	 0.75510	 0.00182	 0.42639	 0.70499	 0.87880	 -0.81450	 342.68756	 -0.00123 	 0.30685
	 0.74484	 -0.24788	 0.75559	 0.00649	 0.42635	 0.70499	 0.88072	 -0.81450	 348.72020	 -0.30143 	 0.41300
	 0.73173	 -0.65361	 0.75855	 0.16685	 0.43156	 0.32892	 0.82010	 -0.09255	 351.35340	 -0.50538 	 1.15037
	 0.74293	 -0.68540	 0.75999	 0.06632	 0.42243	 0.69416	 0.81786	 -0.08092	 357.46385	 -0.02345 	 1.05359
	 0.74500	 -0.17252	 0.75575	 0.00696	 0.42637	 0.28464	 0.88072	 -0.81992	 395.35533	 -0.02580 	 0.73733
	 0.64820	 -0.36983	 0.75752	 0.20359	 0.41392	 -0.71998	 0.76187	 -0.59384	 303.72710	 0.00000 	 0.03943
	 0.74500	 -0.65411	 0.80700	 0.05401	 0.43492	 0.27528	 0.81786	 -0.08092	 354.78152	 -0.00228 	 1.63457
	 0.74448	 -0.69192	 0.75512	 0.06584	 0.41423	 0.32455	 0.82328	 -0.09255	 390.90100	 -0.40157 	 0.82721
	 0.50237	 -0.25956	 0.92680	 0.76763	 0.66783	 0.15449	 0.92140	 -0.68778	 357.95349	 0.00000 	 0.00000
	 0.50654	 -0.25099	 0.76140	 0.76763	 0.42792	 0.32745	 0.92597	 -0.75180	 359.82336	 0.00986 	 8.94876
	 0.74163	 -0.80627	 0.92478	 0.06584	 0.67037	 0.44714	 0.81777	 -0.06987	 390.53058	 -0.16630 	 9.19465
	 0.72316	 -0.78716	 0.75839	 0.00648	 0.43055	 0.32455	 0.81733	 -0.12790	 340.62193	 0.00000 	 0.00000
	 0.74494	 -0.14570	 0.75570	 0.06421	 0.43045	 0.32561	 0.88108	 -0.82798	 358.49431	 -0.00363 	 0.43685
	 0.74497	 -0.13659	 0.93279	 0.88623	 0.42392	 0.28281	 0.75664	 -0.73791	 304.24200	 0.00000 	 0.12608
	 0.74285	 -0.83514	 0.75654	 0.05387	 0.63223	 -0.66347	 0.81790	 -0.08092	 355.68846	 -0.01068 	 1.05249
	 0.74288	 -0.21013	 0.92681	 0.88623	 0.66660	 -0.74400	 0.75500	 -0.74241	 304.55958	 -0.00000 	 0.15962
	 0.49862	 -0.25956	 0.92740	 0.77273	 0.62694	 0.15765	 0.92597	 -0.13337	 390.18601	 0.00000 	 0.00000
	 0.74463	 -0.22545	 0.93661	 0.88009	 0.64585	 0.73457	 0.88083	 -0.73791	 303.30653	 0.00000 	 0.00000
	 0.74345	 -0.25360	 0.75524	 0.06577	 0.43156	 -0.76581	 0.90185	 -0.79938	 358.56468	 -0.00652 	 0.54131
	 0.64820	 -0.37053	 0.75772	 0.36951	 0.42814	 -0.74192	 0.75547	 -0.45699	 357.90550	 0.00989 	 3.23819
	 0.72316	 -0.75675	 0.85382	 0.06584	 0.63459	 0.32669	 0.81733	 -0.09255	 304.40997	 -0.00000 	 0.10312
	 0.74227	 -0.76698	 0.75844	 0.77363	 0.66736	 0.16084	 0.81777	 -0.09369	 353.74156	 -0.00406 	 1.60557
	 0.74475	 -0.25955	 0.92170	 0.06024	 0.42123	 0.32489	 0.92597	 -0.88560	 390.18601	 0.00000 	 0.00000
	 0.72213	 -0.77830	 0.75569	 0.06580	 0.43548	 0.20021	 0.81908	 -0.05422	 357.60631	 0.00000 	 0.00000
	 0.74489	 -0.23419	 0.75845	 0.04355	 0.43400	 0.57133	 0.89785	 -0.83850	 358.75814	 -0.32262 	 0.48909
	 0.74483	 -0.24419	 0.75754	 0.06678	 0.43157	 0.68484	 0.81786	 -0.05537	 354.73712	 -0.00959 	 0.52405
	 0.74460	 -0.65834	 0.75559	 0.06476	 0.43564	 0.32166	 0.88072	 -0.73005	 342.90137	 -0.00053 	 0.62685
	 0.64930	 -0.36983	 0.85276	 0.21043	 0.41402	 -0.73985	 0.75571	 -0.45598	 303.33917	 -0.00000 	 0.02371
	 0.64820	 -0.36983	 0.80703	 0.39247	 0.41756	 -0.73985	 0.76187	 -0.67204	 303.72710	 0.00000 	 0.00000
	 0.74227	 -0.76698	 0.75844	 0.83057	 0.43522	 0.84686	 0.81777	 -0.09369	 357.43116	 0.00000 	 0.00000
	 0.74453	 -0.26003	 0.91512	 0.01446	 0.65712	 0.31824	 0.92579	 -0.79992	 390.18601	 -0.06863 	 6.06079
	 0.74483	 -0.25327	 0.75565	 0.06678	 0.43575	 0.29511	 0.81471	 -0.08092	 354.73712	 -0.00319 	 0.36078
	 0.74460	 -0.65444	 0.75748	 0.06476	 0.42868	 0.71233	 0.88387	 -0.79938	 357.69597	 -0.01025 	 0.69821
	 0.74460	 -0.23091	 0.75568	 0.00671	 0.43175	 0.71233	 0.88108	 -0.82781	 357.69597	 -0.28283 	 0.41870
	 0.74494	 -0.25494	 0.75570	 0.06289	 0.42642	 0.72412	 0.88071	 -0.79956	 342.79991	 -0.00229 	 0.36131
	 0.74199	 -0.25956	 0.92745	 0.76763	 0.62637	 -0.66621	 0.75503	 -0.74172	 304.55958	 0.00000 	 0.16096
	 0.65344	 -0.31622	 0.91389	 0.76763	 0.66189	 0.84075	 0.92579	 -0.79992	 390.18601	 -0.29433 	 14.14601
	 0.74494	 -0.23042	 0.75568	 0.00649	 0.42639	 0.69379	 0.88072	 -0.81450	 342.79991	 -0.00198 	 0.31322
	 0.74462	 -0.67157	 0.75740	 0.05461	 0.43486	 0.30630	 0.81786	 -0.08092	 354.78152	 -0.00612 	 0.68530
	 0.65483	 -0.25920	 0.75570	 0.00649	 0.42639	 0.69440	 0.88007	 -0.74051	 304.40981	 0.00000 	 0.00000
	 0.74074	 -0.24824	 0.92745	 0.76763	 0.62637	 -0.65567	 0.75767	 -0.81571	 343.12309	 -0.00216 	 4.60596
	 0.71000	 -0.35120	 0.75568	 0.00510	 0.42666	 0.29841	 0.90022	 -0.79982	 357.69597	 -0.00281 	 1.60651
	 0.74447	 -0.23272	 0.75515	 0.04433	 0.43554	 0.56866	 0.82072	 -0.09255	 357.13550	 -0.01152 	 0.47317
	 0.74447	 -0.34973	 0.75512	 0.00592	 0.42666	 0.29574	 0.81935	 -0.09255	 355.51233	 -0.00202 	 0.37939
	 0.74484	 -0.24788	 0.75559	 0.00649	 0.42635	 0.70499	 0.88072	 -0.81450	 348.72020	 -0.30143 	 0.41300
	 0.72316	 -0.63735	 0.75844	 0.01318	 0.43044	 0.23871	 0.81734	 -0.09255	 358.66849	 0.00000 	 0.00000
	 0.72316	 -0.75746	 0.75844	 0.06584	 0.43396	 0.32455	 0.81907	 -0.09255	 358.66849	 -0.56803 	 1.34689
	 0.72324	 -0.76210	 0.75844	 0.79642	 0.68974	 0.32748	 0.81733	 -0.09255	 392.96428	 0.00993 	 1.85220
	 0.74434	 -0.21643	 0.92170	 0.03914	 0.42205	 0.15825	 0.92597	 -0.88560	 359.06602	 -0.01081 	 6.19137
	 0.74448	 -0.68771	 0.92538	 0.18717	 0.41423	 0.32455	 0.82328	 -0.81006	 305.44463	 0.00000 	 0.25680
	 0.65199	 -0.26377	 0.75981	 0.83243	 0.62637	 -0.66621	 0.75503	 -0.00518	 390.61174	 0.00934 	 3.27941
	 0.74460	 -0.76334	 0.75841	 0.06591	 0.43486	 0.29511	 0.81786	 -0.08092	 354.78152	 -0.46338 	 0.94898
	 0.74227	 -0.65775	 0.75743	 0.05454	 0.43045	 0.32455	 0.81811	 -0.03452	 357.43116	 -0.02702 	 0.90237
	 0.74348	 -0.57307	 0.92740	 0.89310	 0.64585	 -0.71645	 0.90196	 -0.86195	 304.55958	 0.00000 	 0.00000
	 0.65266	 -0.21981	 0.80645	 0.36127	 0.62692	 -0.74405	 0.76047	 -0.73892	 305.93496	 0.00000 	 0.26447
	 0.73164	 -0.24788	 0.75835	 0.10284	 0.43166	 0.70499	 0.88407	 -0.11978	 351.54360	 0.00000 	 0.00000
	 0.74460	 -0.65361	 0.75563	 0.16168	 0.42625	 0.32892	 0.81674	 -0.78725	 357.01650	 -0.00926 	 0.95466
	 0.73766	 -0.75866	 0.75844	 0.06584	 0.43045	 -0.75704	 0.81871	 -0.43059	 354.37198	 -0.00973 	 1.09657
	 0.64820	 -0.36983	 0.85252	 0.37637	 0.64382	 0.34189	 0.75571	 -0.09235	 308.25923	 -0.00000 	 0.64417
	 0.74495	 -0.25385	 0.75570	 0.00885	 0.42639	 0.71245	 0.88072	 -0.81450	 342.79991	 -0.00208 	 0.33398
	 0.74460	 -0.24763	 0.75552	 0.06541	 0.43156	 0.70487	 0.88072	 -0.79938	 357.69597	 -0.00529 	 0.36005
	 0.74452	 -0.25927	 0.75828	 0.08562	 0.43171	 0.67725	 0.88030	 -0.81450	 343.16764	 -0.00064 	 0.39490
	 0.72316	 -0.74628	 0.75585	 0.06584	 0.43045	 0.32455	 0.81775	 -0.09255	 358.30076	 -0.00274 	 0.96612
	 0.73209	 -0.65406	 0.75740	 0.05461	 0.43123	 0.29529	 0.82017	 -0.08092	 354.78152	 -0.48245 	 1.04969
	 0.74499	 -0.65365	 0.75847	 0.17532	 0.43750	 0.32874	 0.81779	 -0.09255	 351.44449	 -0.00575 	 0.74818
	 0.74496	 -0.24856	 0.76058	 0.00649	 0.42974	 0.84103	 0.88072	 -0.81450	 357.11561	 -0.03280 	 0.64164
	 0.74453	 -0.17230	 0.92014	 0.76763	 0.65854	 0.70470	 0.92579	 -0.79992	 390.18601	 -0.09998 	 9.89273
	 0.72316	 -0.75746	 0.75669	 0.03261	 0.43466	 -0.74673	 0.81907	 -0.09255	 303.82492	 0.00000 	 0.01782
	 0.64820	 -0.36983	 0.80912	 0.20299	 0.41328	 0.33152	 0.76187	 -0.54056	 359.28114	 -0.01546 	 5.67243
	 0.74352	 -0.64917	 0.75635	 0.06642	 0.43031	 0.34684	 0.75503	 -0.03415	 305.41725	 0.00000 	 0.00000
	 0.65189	 -0.26450	 0.93247	 0.75622	 0.63092	 -0.71789	 0.81786	 -0.79149	 354.12441	 -0.01929 	 8.90527
	 0.74220	 -0.26003	 0.91656	 0.76763	 0.42807	 0.33567	 0.81745	 -0.79838	 388.93155	 -0.08975 	 9.76053
	 0.74459	 -0.76698	 0.75824	 0.06584	 0.66427	 0.82955	 0.92264	 -0.09369	 358.68562	 -0.01823 	 1.07356
	 0.74483	 -0.38011	 0.75694	 0.03654	 0.41394	 0.29511	 0.81786	 -0.08092	 354.73712	 -0.00334 	 0.45022
	 0.64930	 -0.64383	 0.85459	 0.21043	 0.43577	 -0.73985	 0.75571	 -0.45598	 303.33917	 0.00000 	 0.02408
	 0.72371	 -0.77925	 0.75705	 0.16471	 0.43361	 0.69379	 0.86811	 -0.81450	 342.54584	 0.00000 	 0.00000
	 0.74411	 -0.20707	 0.75564	 0.00708	 0.42673	 0.32455	 0.81862	 -0.09255	 358.92256	 -0.00583 	 0.34570
	 0.72316	 -0.57626	 0.75844	 0.06212	 0.43456	 -0.70139	 0.81907	 -0.10653	 358.66849	 -0.00982 	 1.43718
	 0.65372	 -0.76395	 0.81403	 0.38052	 0.62973	 0.31971	 0.90719	 -0.81897	 305.93496	 0.00000 	 0.28243
	 0.74448	 -0.25108	 0.91597	 0.75727	 0.40584	 0.16176	 0.82748	 -0.09255	 390.90100	 0.00000 	 0.00000
	 0.74453	 -0.69290	 0.76327	 0.07641	 0.66210	 0.32397	 0.92177	 -0.88560	 390.18601	 -0.06862 	 1.49782
	 0.74448	 -0.69192	 0.75512	 0.74238	 0.41796	 0.32455	 0.82328	 -0.89376	 390.90100	 0.00529 	 2.58502
	 0.74453	 -0.26083	 0.92170	 0.08596	 0.66834	 0.16118	 0.92597	 -0.06513	 390.18601	 -0.05481 	 5.69171
	 0.72316	 -0.75746	 0.75844	 0.06584	 0.43045	 0.32455	 0.83542	 -0.09370	 357.39085	 -0.01822 	 1.19470
	 0.74227	 -0.76884	 0.75844	 0.06584	 0.43045	 0.32455	 0.81777	 -0.09254	 358.70880	 -0.49833 	 1.06141
	 0.72316	 -0.75730	 0.75844	 0.06584	 0.43045	 0.32455	 0.81779	 -0.09255	 358.66849	 -0.59642 	 1.32910
	 0.74227	 -0.76714	 0.75844	 0.06584	 0.43798	 0.32455	 0.81731	 -0.14465	 357.43116	 0.00000 	 0.00000
	 0.74460	 -0.24881	 0.75570	 0.04351	 0.43553	 0.57133	 0.88227	 -0.79982	 361.39888	 0.00000 	 0.00000
	 0.74460	 -0.23379	 0.75570	 0.06476	 0.43152	 0.71140	 0.88072	 -0.79938	 342.90137	 -0.00369 	 0.35874
	 0.74460	 -0.25360	 0.75568	 0.06476	 0.43394	 0.73050	 0.88078	 -0.10581	 357.69597	 -0.01043 	 0.51707
	 0.72316	 -0.75746	 0.75846	 0.06584	 0.43157	 0.30637	 0.81901	 -0.78614	 358.66849	 -0.01239 	 1.56930
	 0.74277	 -0.25956	 0.92745	 0.76763	 0.42975	 0.28768	 0.75688	 -0.74172	 355.53491	 -0.02170 	 6.07391
	 0.65273	 -0.81002	 0.75812	 0.05387	 0.62706	 -0.65877	 0.81899	 -0.08092	 304.33273	 0.00000 	 0.08052
	 0.73766	 -0.69578	 0.75844	 0.06584	 0.43045	 0.32455	 0.81871	 -0.09255	 358.66849	 -0.56424 	 1.09208
	 0.74447	 -0.34973	 0.75512	 0.00592	 0.42666	 0.29574	 0.81935	 -0.09255	 357.13550	 -0.00236 	 0.38092
	 0.74439	 -0.69578	 0.75844	 0.06584	 0.43045	 0.32455	 0.81815	 -0.08463	 358.66849	 -0.00727 	 0.74011
	 0.73779	 -0.24809	 0.75569	 0.00648	 0.43171	 0.67725	 0.88127	 -0.82236	 342.79991	 0.00009 	 0.40740
	 0.74475	 -0.69557	 0.75564	 0.05126	 0.41504	 0.31627	 0.81806	 -0.80709	 356.27416	 -0.00993 	 0.88104
	 0.73778	 -0.24842	 0.75850	 0.06476	 0.43152	 0.71958	 0.89499	 -0.08602	 357.20684	 -0.00958 	 0.78014
	 0.74453	 -0.74914	 0.75545	 0.00623	 0.42639	 0.70284	 0.88072	 -0.09577	 358.70222	 -0.02014 	 0.95209
	 0.72328	 -0.25604	 0.75850	 0.00403	 0.43045	 0.32670	 0.81779	 -0.81126	 357.08188	 -0.00680 	 1.22015
	 0.73766	 -0.69578	 0.75844	 0.14226	 0.43045	 0.32455	 0.81871	 -0.09660	 356.21090	 -0.44363 	 1.03410
	 0.70897	 -0.69557	 0.75844	 0.05106	 0.43049	 0.32444	 0.81774	 -0.09369	 358.72151	 -0.00153 	 1.22595
	 0.74452	 -0.24809	 0.75569	 0.00648	 0.43178	 0.57291	 0.90249	 -0.81450	 358.13475	 -0.21474 	 0.46591
	 0.74461	 -0.23419	 0.75570	 0.04351	 0.43546	 0.67567	 0.87981	 -0.84572	 343.23787	 0.00003 	 0.29998
	 0.74258	 -0.25955	 0.92184	 0.01479	 0.66164	 0.16581	 0.92597	 -0.88560	 390.86286	 0.00950 	 4.98258
	 0.74296	 -0.17252	 0.75769	 0.76704	 0.42639	 0.67907	 0.88482	 -0.81992	 391.25245	 0.00989 	 1.02887
	 0.74460	 -0.25360	 0.75570	 0.06541	 0.43156	 0.71233	 0.88072	 -0.79938	 357.69597	 -0.32601 	 0.47197
	 0.73592	 -0.24763	 0.75552	 0.06476	 0.43156	 0.70486	 0.88072	 -0.79938	 357.69597	 0.00000 	 0.00000
	 0.73171	 -0.65361	 0.75849	 0.05358	 0.43152	 0.32892	 0.81295	 -0.09255	 354.74635	 -0.00217 	 0.83353
	 0.74431	 -0.65411	 0.75738	 0.17635	 0.43486	 0.29511	 0.81786	 -0.08092	 359.52518	 -0.57840 	 1.00592
	 0.71846	 -0.74964	 0.76013	 0.06584	 0.61674	 0.35524	 0.81733	 -0.09255	 352.40276	 -0.01390 	 1.54813
	 0.65670	 -0.26738	 0.92673	 0.81880	 0.44008	 -0.69687	 0.75503	 -0.74172	 303.86064	 -0.00000 	 0.11798
	 0.74448	 -0.75715	 0.75512	 0.04441	 0.41390	 0.32455	 0.82328	 -0.09255	 391.78457	 -0.41991 	 0.87761
	 0.72316	 -0.69223	 0.75844	 0.06584	 0.43045	 0.32455	 0.81733	 -0.09255	 358.53533	 -0.60261 	 1.28696
	 0.74439	 -0.74750	 0.75527	 0.06584	 0.42819	 0.32742	 0.92505	 -0.80669	 366.85485	 0.00000 	 0.00000
	 0.74240	 -0.27951	 0.91512	 0.76763	 0.66415	 0.83780	 0.81851	 -0.08695	 390.48545	 -0.15193 	 10.08545
	 0.74460	 -0.24842	 0.75570	 0.06476	 0.43152	 0.68659	 0.88069	 -0.79938	 350.57120	 -0.00214 	 0.34743
	 0.74460	 -0.24763	 0.75552	 0.06541	 0.43156	 0.71133	 0.88503	 -0.79938	 357.71363	 -0.01834 	 0.43267
	 0.74495	 -0.24788	 0.75570	 0.00649	 0.40762	 0.70499	 0.88072	 -0.81450	 342.79991	 -0.00089 	 0.31044
	 0.74460	 -0.23419	 0.75570	 0.04351	 0.43040	 0.57133	 0.90547	 -0.79982	 357.69597	 -0.02065 	 0.42719
	 0.64820	 -0.69449	 0.80964	 0.20299	 0.41398	 -0.73985	 0.76187	 -0.52052	 360.36259	 -0.03807 	 5.96887
	 0.73766	 -0.37112	 0.75634	 0.06584	 0.43045	 0.32455	 0.81871	 -0.12233	 304.54487	 0.00000 	 0.00000
	 0.74453	 -0.27469	 0.92170	 0.04696	 0.66164	 0.22609	 0.92597	 -0.88560	 386.03817	 -0.02644 	 4.58119
	 0.74460	 -0.63897	 0.75740	 0.77623	 0.43486	 0.29511	 0.82252	 -0.08092	 354.57369	 -0.00944 	 1.28334
	 0.74411	 -0.26043	 0.91512	 0.81807	 0.66148	 0.84075	 0.92511	 -0.79992	 390.18601	 -0.14088 	 9.88785
	 0.74452	 -0.20667	 0.75564	 0.00708	 0.42714	 0.32455	 0.80600	 -0.09255	 366.88245	 0.00000 	 0.00000
	 0.74113	 -0.69578	 0.75836	 0.06584	 0.41792	 0.32455	 0.82320	 -0.06588	 397.15334	 -0.01453 	 0.84046
	 0.74414	 -0.69192	 0.75521	 0.06584	 0.43045	 0.32455	 0.81878	 -0.09255	 358.66849	 -0.41185 	 0.83510
	 0.72328	 -0.29357	 0.75844	 0.00913	 0.43057	 0.74344	 0.81779	 -0.09275	 357.06523	 -0.01164 	 1.23399
	 0.74453	 -0.71161	 0.75551	 0.06321	 0.42627	 0.28610	 0.88072	 -0.81427	 358.71887	 -0.00896 	 0.95036
	 0.63880	 -0.25022	 0.80626	 0.06476	 0.43152	 0.71140	 0.90714	 -0.79938	 339.96089	 -0.00057 	 3.79185
	 0.74435	 -0.57281	 0.75629	 0.37680	 0.63033	 -0.67232	 0.88076	 -0.83314	 305.93496	 0.00000 	 0.05529
	 0.72316	 -0.76361	 0.75844	 0.06584	 0.43045	 0.31939	 0.90002	 -0.09255	 357.34063	 -0.03755 	 1.53477
	 0.74348	 -0.20398	 0.92740	 0.88623	 0.64585	 -0.73879	 0.81928	 -0.73791	 306.11776	 0.00000 	 0.33602
	 0.72316	 -0.36829	 0.75920	 0.06584	 0.42967	 0.34021	 0.81733	 -0.09255	 358.66849	 -0.00831 	 0.94000
	 0.64820	 -0.75900	 0.79401	 0.20299	 0.41476	 -0.75537	 0.76187	 -0.59384	 303.72710	 0.00000 	 0.05322
	 0.74227	 -0.24788	 0.75570	 0.00649	 0.42651	 0.32075	 0.88072	 -0.81450	 342.79991	 -0.00044 	 0.38391
	 0.74493	 -0.76698	 0.75844	 0.06584	 0.43033	 0.70879	 0.81777	 -0.09369	 357.43116	 -0.02309 	 1.05862
	 0.74484	 -0.24788	 0.75559	 0.00649	 0.42635	 0.70499	 0.90999	 -0.81450	 348.97476	 -0.00503 	 0.38640
	 0.72316	 -0.72503	 0.75844	 0.06584	 0.42299	 0.32455	 0.81733	 -0.06873	 358.41392	 -0.01243 	 1.13715
	 0.74484	 -0.72869	 0.75559	 0.00213	 0.42635	 0.62694	 0.81770	 -0.07649	 355.95829	 -0.01771 	 0.87516
	 0.74227	 -0.28617	 0.75844	 0.02415	 0.43045	 0.32126	 0.88078	 -0.83156	 350.34749	 -0.00320 	 0.55780
	 0.74452	 -0.26003	 0.75633	 0.16559	 0.66189	 0.84075	 0.95334	 -0.83166	 360.43910	 -0.00741 	 0.64208
	 0.74431	 -0.65411	 0.91975	 0.77838	 0.43486	 0.29511	 0.81431	 -0.05000	 389.75746	 0.00000 	 0.00000
	 0.72316	 -0.75746	 0.75844	 0.06584	 0.43045	 0.32455	 0.80685	 -0.09255	 358.66849	 0.00000 	 0.00000
	 0.74460	 -0.65411	 0.75740	 0.05461	 0.43598	 0.29511	 0.81786	 -0.08092	 354.78152	 -0.00547 	 0.66305
	 0.74476	 -0.24763	 0.75841	 0.06541	 0.43046	 0.33576	 0.88072	 -0.69922	 357.44259	 -0.00530 	 0.57527
	 0.74227	 -0.76698	 0.75555	 0.06584	 0.43155	 0.69366	 0.81777	 -0.08811	 357.68454	 -0.01926 	 1.04129
	 0.72068	 -0.39297	 0.78204	 0.26498	 0.43045	 0.32455	 0.75637	 -0.09255	 358.66849	 -0.01402 	 2.25303
	 0.64930	 -0.73415	 0.85276	 0.06487	 0.41402	 -0.73985	 0.81767	 -0.45598	 303.33917	 0.00000 	 0.02388
	 0.72316	 -0.75831	 0.75575	 0.06751	 0.43045	 0.32455	 0.81758	 -0.88483	 402.27185	 -0.04116 	 2.74968
	 0.74296	 -0.11789	 0.75839	 0.00489	 0.42639	 0.68370	 0.88047	 -0.02279	 359.58970	 -0.01072 	 0.56572
	 0.74453	 -0.25249	 0.92170	 0.05892	 0.42506	 0.16118	 0.81782	 -0.88560	 359.40962	 -0.02624 	 6.26969
	 0.72316	 -0.69929	 0.75844	 0.77501	 0.66703	 0.32455	 0.92548	 -0.09255	 389.31171	 0.00940 	 1.77717
	 0.72316	 -0.65749	 0.75741	 0.05449	 0.43041	 0.32455	 0.81779	 -0.09233	 358.66849	 -0.00488 	 0.96893
