Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"23.00000","1.39738","1.05972","29.05941","0.00188","9.29507"
"23.10000","1.39823","1.06186","29.05941","0.00189","9.31380"
"23.20000","1.39909","1.06200","29.05941","0.00190","9.31506"
"23.30000","1.39996","1.09264","29.05941","0.00191","9.58379"
"23.40000","1.40080","1.12819","29.04492","0.00192","9.89564"
"23.50000","1.40159","1.13694","29.04492","0.00192","9.97232"
"23.60000","1.40239","1.13805","29.04492","0.00193","9.98211"
"23.70000","1.40319","1.12786","29.04492","0.00194","9.89272"
"23.80000","1.40403","1.12764","29.04492","0.00195","9.89075"
"23.90000","1.40488","1.13838","29.04492","0.00196","9.98497"
"24.00000","1.40573","1.17011","28.99623","0.00197","10.26328"
"24.10000","1.40657","1.21800","28.99623","0.00197","10.68334"
"24.20000","1.40740","1.27385","28.99623","0.00198","11.17319"
"24.30000","1.40826","1.35721","28.99623","0.00199","11.90438"
"24.40000","1.40910","1.44394","28.99623","0.00200","12.66515"
"24.50000","1.40989","1.51864","28.99623","0.00201","13.32037"
"24.60000","1.41070","1.57033","28.95038","0.00201","13.77375"
"24.70000","1.41148","1.60041","28.95038","0.00202","14.03752"
"24.80000","1.41231","1.59451","28.95038","0.00203","13.98584"
"24.90000","1.41318","1.58736","28.95038","0.00204","13.92310"
"25.00000","1.41406","1.57977","28.95038","0.00205","13.85647"
"25.10000","1.41493","1.57507","28.95038","0.00206","13.81528"
"25.20000","1.41574","1.59917","28.93781","0.00206","14.02671"
"25.30000","1.41656","1.62840","28.93781","0.00207","14.28305"
"25.40000","1.41740","1.66022","28.93781","0.00208","14.56215"
"25.50000","1.41819","1.70832","28.93781","0.00209","14.98404"
"25.60000","1.41899","1.77155","28.93781","0.00210","15.53862"
"25.70000","1.41982","1.81406","28.93781","0.00210","15.91156"
"25.80000","1.42064","1.81057","28.96608","0.00211","15.88091"
"25.90000","1.42154","1.76965","28.96608","0.00212","15.52196"
"26.00000","1.42242","1.69760","28.96608","0.00213","14.89001"
"26.10000","1.42333","1.62972","28.96608","0.00214","14.29462"
"26.20000","1.42416","1.56043","28.96608","0.00215","13.68685"
"26.30000","1.42494","1.48941","29.02145","0.00216","13.06391"
"26.40000","1.42574","1.43220","29.02145","0.00216","12.56213"
"26.50000","1.42657","1.42377","29.02145","0.00217","12.48824"
"26.60000","1.42738","1.42051","29.02145","0.00218","12.45957"
"26.70000","1.42822","1.42507","29.02145","0.00219","12.49959"
"26.80000","1.42907","1.44985","29.02145","0.00220","12.71692"
"26.90000","1.42991","1.46690","29.08649","0.00220","12.86650"
"27.00000","1.43078","1.47931","29.08649","0.00221","12.97539"
"27.10000","1.43168","1.46692","29.08649","0.00222","12.86670"
"27.20000","1.43251","1.43411","29.08649","0.00223","12.57886"
"27.30000","1.43325","1.36979","29.08649","0.00224","12.01476"
"27.40000","1.43404","1.32255","29.08649","0.00225","11.60042"
"27.50000","1.43485","1.25075","29.09480","0.00225","10.97059"
"27.60000","1.43567","1.23008","29.09480","0.00226","10.78929"
"27.70000","1.43652","1.24029","29.09480","0.00227","10.87888"
"27.80000","1.43734","1.29138","29.09480","0.00228","11.32701"
"27.90000","1.43825","1.33387","29.09480","0.00229","11.69971"
"28.00000","1.43917","1.40780","29.09480","0.00230","12.34813"
"28.10000","1.44001","1.48736","29.06982","0.00230","13.04597"
"28.20000","1.44080","1.55137","29.06982","0.00231","13.60738"
"28.30000","1.44156","1.60572","29.06982","0.00232","14.08412"
"28.40000","1.44234","1.63277","29.06982","0.00233","14.32135"
"28.50000","1.44316","1.62751","29.06982","0.00234","14.27527"
"28.60000","1.44398","1.62592","29.02794","0.00234","14.26129"
"28.70000","1.44481","1.63530","29.02794","0.00235","14.34359"
"28.80000","1.44566","1.64363","29.02794","0.00236","14.41665"
"28.90000","1.44657","1.66920","29.02794","0.00237","14.64093"
"29.00000","1.44749","1.71408","29.02794","0.00238","15.03458"
"29.10000","1.44835","1.77380","29.02794","0.00239","15.55838"
"29.20000","1.44915","1.83590","29.00402","0.00239","16.10309"
"29.30000","1.44991","1.88968","29.00402","0.00240","16.57481"
"29.40000","1.45067","1.94958","29.00402","0.00241","17.10017"
"29.50000","1.45146","1.98222","29.00402","0.00242","17.38653"
"29.60000","1.45231","2.00159","29.00402","0.00243","17.55641"
"29.70000","1.45317","1.99092","29.00402","0.00243","17.46277"
"29.80000","1.45402","1.97697","29.02014","0.00244","17.34045"
"29.90000","1.45490","1.97181","29.02014","0.00245","17.29520"
"30.00000","1.45585","1.98589","29.02014","0.00246","17.41865"
"30.10000","1.45668","1.97191","29.02014","0.00247","17.29604"
"30.20000","1.45745","1.94583","29.02014","0.00248","17.06734"
"30.30000","1.45820","1.89945","29.02014","0.00248","16.66047"
"30.40000","1.45896","1.88922","29.06104","0.00249","16.57073"
"30.50000","1.45976","1.88457","29.06104","0.00250","16.52999"
"30.60000","1.46061","1.87456","29.06104","0.00251","16.44216"
"30.70000","1.46146","1.87879","29.06104","0.00252","16.47925"
"30.80000","1.46233","1.86048","29.06104","0.00252","16.31872"
"30.90000","1.46324","1.82763","29.14518","0.00253","16.03052"
"31.00000","1.46415","1.78877","29.14518","0.00254","15.68971"
"31.10000","1.46497","1.73745","29.14518","0.00255","15.23957"
"31.20000","1.46576","1.68663","29.14518","0.00256","14.79385"
"31.30000","1.46654","1.63586","29.14518","0.00257","14.34851"
"31.40000","1.46729","1.61298","29.14518","0.00257","14.14781"
"31.50000","1.46811","1.59159","29.17324","0.00258","13.96019"
"31.60000","1.46893","1.56469","29.17324","0.00259","13.72424"
"31.70000","1.46982","1.55384","29.17324","0.00260","13.62910"
"31.80000","1.47074","1.55866","29.17324","0.00261","13.67135"
"31.90000","1.47165","1.54956","29.17324","0.00262","13.59157"
"32.00000","1.47254","1.56648","29.17324","0.00263","13.73997"
"32.10000","1.47335","1.58442","29.16897","0.00263","13.89727"
"32.20000","1.47415","1.58990","29.16897","0.00264","13.94541"
"32.30000","1.47489","1.58110","29.16897","0.00265","13.86817"
"32.40000","1.47567","1.57797","29.16897","0.00266","13.84076"
"32.50000","1.47647","1.60026","29.16897","0.00266","14.03625"
"32.60000","1.47731","1.62242","29.16897","0.00267","14.23060"
"32.70000","1.47821","1.66282","29.11092","0.00268","14.58495"
